observation_id	site_id	original_roi_id	canonical_roi_id	trace_class_id	burst_id	stage	x_px	y_px	event_start_ui	event_end_ui	baseline	pre_noise_mad	event_peak	event_min	event_area_signed	event_area_positive	robust_snr	time_to_peak_s	fwhm_s	persistence_ratio	baseline_slope_per_s	spatial_center_peakmap	spatial_annulus_peakmap	center_annulus_contrast	effective_radius_px	peak_offset_px	high_response_components	annulus_event_peak	center_annulus_trace_correlation	raw_local_saturation_fraction	raw_center_saturation_fraction	previous_stage	shape_corr_from_previous	peak_gain_from_previous	peak_time_shift_from_previous_s	contrast_gain_from_previous	recovery_candidate_metadata_available	recovery_matched_at_58	recovery_nearest_rank	recovery_nearest_distance_px	ica_to_ls_effective_scale_proxy_median	ica_to_ls_effective_scale_proxy_min
b04__roi_001	roi_001@x425_y222	roi_001	roi_001	1	4	CS-Parzen ICA	424.753	222.193	2254	2300	2.1826188564300537	0.7363993618011474	24.4037344455719	-0.5488250255584717	448.76359009742737	449.31241512298584	33.13926610792265	1.5	2.2	0.4862742268831554	-1.1863474547863013	18.57981528685643	8.007753800262105	10.572061486594325	7.601933841519995	1.5486470085976896	4	6.985780358991839	0.9816023380310744	nan	nan	Raw	0.9103785354778744	0.015252334028472904	0.19999999999999996	0.016244066296389508	True	True	2	1.4107650406782866	nan	nan
b04__roi_001	roi_001@x425_y222	roi_001	roi_001	1	4	Local standardization	424.753	222.193	2254	2300	0.460430383682251	1.0307753811925648	16.550416707992554	-0.9092718660831451	202.96617920696735	205.6917251944542	16.056278597562276	0.9	1.1	0.1380418342177674	-1.6575661796544283	13.602024981465478	5.119770116775974	8.482254864689505	7.778867343978195	1.1773234641248351	17	4.292795307495082	0.9674475704604582	nan	nan	CS-Parzen ICA	0.7922674582150104	0.6781919687016371	-0.6	0.802327424470896	True	True	2	1.4107650406782866	4.349090409417101	0.9084450684345148
b03__roi_001	roi_001@x425_y222	roi_001	roi_001	1	3	Raw	424.753	222.193	2122	2149	1119.0	80.0604	1413.0	542.0	27690.0	27690.0	17.649174872750457	1.0	2.5	0.7597712106767868	104.74999999999986	1186.6923076923076	567.1704545454545	619.5218531468531	7.732837370547767	1.2610144051396026	6	487.5795454545455	0.9910211409042559	0.0	0.0		nan	nan	nan	nan	True	True	3	0.31346132137795185	nan	nan
b03__roi_001	roi_001@x425_y222	roi_001	roi_001	1	3	CS-Parzen ICA	424.753	222.193	2122	2149	1.901676893234253	1.0397885973930359	23.064225435256958	1.3029372692108154	337.58840775489807	337.58840775489807	22.181648722540398	1.0	1.4	0.4173899938392835	1.2615431121417449	17.832834968200096	7.534751718694514	10.298083249505583	7.548256739842642	1.5340351511433084	7	6.437091601165859	0.9874581116875983	nan	nan	Raw	0.8787574128930826	0.016322877165775396	0.0	0.016622631142355966	True	True	3	0.31346132137795185	nan	nan
b03__roi_001	roi_001@x425_y222	roi_001	roi_001	1	3	Local standardization	424.753	222.193	2122	2149	-0.10562684386968613	1.4113779136285185	17.664193890988827	-0.2033897414803505	190.10526128858328	190.32764871418476	12.51556631849247	0.4	1.0	0.16365496075868785	1.7730738645685578	13.565985155076934	4.991701409088406	8.574283745988527	7.727759633861184	1.1259695604040443	12	4.194732905619524	0.9777944200101983	nan	nan	CS-Parzen ICA	0.8188935320806953	0.7658698073259689	-0.6	0.8326096747729801	True	True	3	0.31346132137795185	3.2715229916568207	0.9081953352760626
b03__roi_013	roi_013@x447_y146	roi_013	roi_013	1	3	Raw	446.659	146.354	2122	2149	942.0	90.4386	807.0	224.0	13601.0	13601.0	8.923181031009733	0.4	2.0	0.6708845208844384	90.57142857142829	711.3846153846154	445.04545454545456	266.3391608391608	8.142372483495585	0.25002045826448116	7	364.0340909090909	0.9577877493291113	0.0	0.0		nan	nan	nan	nan	True	True	2	2.428496860199745	nan	nan
b03__roi_013	roi_013@x447_y146	roi_013	roi_013	1	3	CS-Parzen ICA	446.659	146.354	2122	2149	2.454197883605957	0.42824345669746394	12.043756484985352	-1.1985737085342407	136.38103234767914	138.99754643440247	28.12362049788455	0.6	1.1	0.29413892645133366	0.7136763547148015	10.05162294094379	5.685383166779172	4.366239774164619	8.07747114335794	0.2721073286142493	8	4.657303416593508	0.9279896512239454	nan	nan	Raw	0.7873508741811037	0.014924109646803504	0.19999999999999996	0.016393532818799215	True	True	2	2.428496860199745	nan	nan
b03__roi_013	roi_013@x447_y146	roi_013	roi_013	1	3	Local standardization	446.659	146.354	2122	2149	0.8673641085624695	0.6470674771249294	10.187686741352081	-1.8934573531150818	80.66549134254456	87.74232810735703	15.744396196319332	0.6	0.7	0.029269822654049808	1.1922363841107915	9.601206488477496	4.832459411605007	4.768747076872489	8.211112735460242	0.32569860172476206	19	4.087606955419522	0.9558467615673469	nan	nan	CS-Parzen ICA	0.8593659357338606	0.8458894658993583	0.0	1.0921862569246314	True	True	2	2.428496860199745	2.553746645099342	0.9031058592114188
b04__b004_c15	b004_c15@x344_y252	b004_c15	roi_new_023	1	4	Raw	344.0	252.0	2254	2300	2507.0	140.84699999999998	433.0	25.0	7913.0	7913.0	3.074257882645181	1.6	3.9	0.8115842490840632	71.7857142857136	354.9230769230769	305.54545454545456	49.377622377622345	8.511560440707019	0.8608897837188971	31	159.68181818181802	0.5871095014461297	0.01715309779825909	0.0		nan	nan	nan	nan	False				nan	nan
b04__b004_c15	b004_c15@x344_y252	b004_c15	roi_new_023	1	4	CS-Parzen ICA	344.0	252.0	2254	2300	3.3531575202941895	1.0459596405029297	3.5671701431274414	-2.709958791732788	23.123783230781555	40.17721080780029	3.4104280907070255	1.1	2.3	0.2881099901352164	0.9840249759810309	3.6254946268521824	3.311036028645255	0.31445859820692723	8.53023960573422	0.8399652346748123	33	1.4511331333355475	0.39061582403697725	nan	nan	Raw	0.04557870584397705	0.00823826822891271	-0.5	0.0063684434984676306	False				nan	nan
b04__b004_c15	b004_c15@x344_y252	b004_c15	roi_new_023	1	4	Local standardization	344.0	252.0	2254	2300	0.16132286190986633	0.7261086931943893	2.3888520896434784	-2.0093232691287994	6.599344654008746	23.19020488858223	3.289937317571837	1.1	2.3	0.21653992017746257	0.6743562745063432	2.244158170544184	1.8063769640337506	0.4377812065104336	8.881173819244365	0.26986280314776345	38	0.7509509671733461	0.49921363330406554	nan	nan	CS-Parzen ICA	0.9886552862806022	0.6696770810263133	0.0	1.392174383573956	False				5.347015701026844	0.3480509950094435
b03__roi_005	roi_005@x386_y193	roi_005	roi_005	1	3	Raw	386.203	193.23	2122	2149	931.0	35.5824	794.0	103.0	13950.0	13950.0	22.31440262539024	1.1	2.4	0.857770675189658	-16.392857142857334	755.0769230769231	397.17045454545456	357.90646853146853	7.706062329020611	0.06916923759844944	13	325.2159090909091	0.9677675561813606	0.0	0.0		nan	nan	nan	nan	True	True	4	1.4656428623645037	nan	nan
